crop,N,P,K,ph,rainfall,temperature,humidity
Niger Seed,24.64,27.6,21.28,6.23,927.97,28.38,58.64
Niger Seed,23.81,27.64,21.5,6.5,806.03,29.02,54.81
Niger Seed,22.58,27.9,24.22,5.83,975.11,22.75,67.69
Niger Seed,23.28,26.32,22.42,6.76,823.31,27.59,58.29
Niger Seed,20.75,27.39,24.57,6.91,991.22,20.9,65.48
Niger Seed,23.64,27.3,24.65,5.73,997.03,25.85,52.25
Niger Seed,20.81,26.48,21.14,6.73,968.48,23.59,62.66
Niger Seed,21.39,27.09,24.98,6.16,958.68,24.76,68.18
Niger Seed,24.25,28.54,20.94,6.58,895.1,26.71,64.82
Niger Seed,21.42,26.97,24.18,5.8,896.17,21.89,58.49
Niger Seed,22.83,26.72,22.6,6.79,878.88,27.45,69.46
Niger Seed,21.84,26.92,21.44,6.52,917.94,29.21,57.8
Niger Seed,24.84,28.94,21.12,6.17,835.23,21.21,52.58
Niger Seed,23.09,27.42,21.18,6.45,803.04,29.61,57.77
Niger Seed,23.57,27.43,21.67,6.27,916.77,26.81,51.9
Niger Seed,23.1,26.6,21.7,5.68,964.43,28.8,69.76
Niger Seed,23.35,29.08,23.02,5.72,841.22,20.42,50.52
Niger Seed,24.88,26.44,22.21,6.59,928.81,29.29,59.01
Niger Seed,20.78,26.58,21.92,6.08,834.7,26.53,68.28
Niger Seed,22.81,27.19,22.77,5.67,861.07,21.71,66.84
Niger Seed,23.22,28.39,23.96,6.4,861.91,23.14,52.66
Niger Seed,22.27,27.08,23.32,6.39,948.24,26.11,57.3
Onion,114.55,51.44,88.46,7.25,779.18,19.17,68.85
Onion,118.1,51.57,87.23,6.7,641.1,19.82,68.84
Onion,115.87,52.72,64.46,6.85,863.57,19.97,66.07
Onion,119.45,54.9,78.34,6.68,786.74,21.11,63.31
Onion,109.87,52.28,59.98,7.25,782.65,15.77,54.79
Onion,117.33,50.68,50.49,7.5,795.81,23.11,56.88
Onion,104.91,58.88,60.31,6.71,619.92,18.95,50.21
Onion,107.9,50.69,52.69,6.98,872.96,24.1,63.87
Onion,118.39,59.42,62.93,7.36,926.92,15.51,63.97
Onion,116.56,57.02,92.23,7.37,755.66,21.35,60.6
Onion,116.68,53.9,59.15,6.55,726.75,22.82,51.48
Onion,107.97,52.22,89.95,6.95,622.19,24.1,62.1
Onion,117.38,55.43,89.22,6.54,788.97,15.88,61.33
Onion,118.97,51.26,77.66,7.22,764.93,22.19,68.66
Onion,100.53,53.12,83.55,6.03,775.43,22.91,64.3
Onion,112.05,51.68,83.85,7.46,881.91,15.92,56.06
Onion,109.38,58.24,97.65,6.85,711.81,19.34,66.99
Onion,113.2,58.93,65.84,6.3,600.44,22.6,67.63
Onion,118.66,51.16,78.1,6.87,946.91,17.65,68.94
Onion,108.8,57.12,84.95,7.15,724.55,16.14,54.87
Onion,106.55,58.32,90.73,6.08,977.61,18.11,64.57
Onion,112.89,60.0,94.08,6.91,882.7,15.83,50.61
Onion,101.53,57.52,54.68,6.89,729.33,16.43,69.52
Onion,110.9,50.52,67.66,6.91,790.65,20.01,57.41
Onion,100.44,56.46,64.96,7.21,646.84,21.75,66.73
Onion,104.59,55.68,82.24,6.8,834.1,22.9,50.23
Onion,109.83,52.3,90.29,6.14,638.45,24.61,66.56
Onion,115.25,56.58,97.25,6.07,830.27,16.3,61.66
Onion,102.69,57.16,61.43,6.47,813.68,23.79,63.76
Onion,110.74,56.81,94.01,6.53,678.99,24.71,62.54
Onion,100.86,55.12,86.24,6.15,964.54,18.93,58.68
Onion,106.95,58.77,80.95,7.43,825.53,21.87,56.22
Onion,110.24,51.32,51.27,6.33,862.06,18.36,69.72
Onion,112.71,54.37,58.42,6.57,817.02,22.83,61.71
Onion,112.31,52.59,52.64,7.31,674.51,22.12,59.86
Onion,105.92,54.53,98.7,6.56,782.2,23.97,55.77
Onion,100.61,59.44,58.23,6.3,992.59,22.38,60.82
Onion,116.06,51.35,85.53,6.64,738.55,17.31,60.16
Onion,103.37,51.09,60.66,7.05,929.54,15.59,68.99
Onion,109.16,54.36,99.76,7.05,696.65,23.41,69.43
Onion,109.77,59.1,92.34,7.18,962.92,15.05,65.64
Onion,111.87,59.16,54.44,7.08,882.28,17.73,50.76
Onion,115.18,53.7,75.04,7.48,992.35,22.96,60.87
Onion,115.18,51.15,84.14,6.93,860.09,22.5,64.05
Onion,117.01,51.76,86.88,6.93,980.22,17.2,56.13
Onion,109.07,59.26,67.21,6.82,758.76,22.36,64.55
Onion,102.64,59.58,64.82,7.33,951.32,20.7,51.49
Onion,100.13,51.51,84.04,7.14,625.45,20.57,65.35
Onion,109.31,55.1,83.69,6.24,600.04,16.17,62.47
Onion,110.62,54.0,63.36,6.77,788.16,17.87,64.04
Onion,110.78,53.97,79.6,6.3,779.91,18.64,62.6
Onion,104.19,58.8,57.45,6.5,808.02,18.03,68.36
Onion,100.91,57.66,80.13,6.77,914.58,23.56,60.75
Onion,113.16,58.03,73.68,7.2,891.23,19.15,60.09
Onion,100.93,54.89,54.27,6.38,799.41,21.4,68.7
Onion,101.28,58.45,62.93,7.37,954.42,16.87,55.58
Onion,114.12,58.46,83.48,7.4,677.88,16.23,57.47
Onion,114.38,55.59,72.06,6.68,910.83,23.59,58.28
Onion,111.18,50.0,88.11,6.66,785.8,22.07,52.03
Onion,101.07,56.2,66.35,6.63,998.0,23.75,54.64
Onion,106.62,51.63,74.94,7.5,648.41,23.55,50.33
Onion,104.68,56.28,99.82,6.4,987.31,20.12,68.37
Onion,116.04,59.35,61.95,7.17,769.28,15.05,54.4
Onion,111.18,52.03,82.27,7.44,852.09,24.99,60.89
Onion,105.19,51.97,91.72,6.33,849.47,23.88,69.5
Onion,119.66,55.04,79.82,6.99,919.72,21.07,54.78
Onion,113.23,56.07,87.68,7.49,707.77,20.55,55.8
Onion,113.76,51.27,50.04,7.09,751.43,22.57,67.98
Onion,113.23,59.77,58.42,7.18,631.31,15.3,57.74
Onion,115.58,56.94,62.75,6.33,866.55,17.15,65.51
Onion,108.96,51.84,87.14,6.01,730.58,21.61,64.44
Onion,113.57,52.75,75.45,6.6,767.6,17.88,67.68
Onion,111.56,57.9,53.5,6.12,891.84,23.72,52.66
Onion,100.37,59.22,56.95,7.0,775.61,20.74,56.2
Onion,118.06,55.5,53.76,6.83,825.03,20.78,55.3
Onion,108.2,56.93,54.55,7.42,752.23,16.84,68.75
Onion,110.74,56.61,64.95,6.91,979.37,20.2,65.47
Onion,112.26,55.05,53.35,7.24,891.76,21.64,65.6
Onion,102.25,53.21,87.53,6.06,880.67,19.11,63.17
Onion,102.89,59.28,61.65,6.68,730.73,22.29,59.72
Onion,113.11,56.38,60.99,6.29,757.18,21.49,61.04
Onion,110.81,58.08,63.37,6.87,863.27,21.8,50.01
Onion,107.15,51.02,72.21,7.2,752.44,15.26,62.06
Onion,101.61,50.03,87.51,7.38,985.22,21.19,61.39
Onion,106.16,55.59,51.09,7.45,675.36,16.43,54.16
Onion,101.45,51.72,92.01,6.55,922.24,24.04,54.41
Onion,114.69,57.58,97.07,6.56,654.79,19.1,58.16
Onion,106.58,51.22,69.42,7.44,991.79,24.92,69.67
Onion,101.62,58.96,87.62,6.07,652.21,24.61,52.78
Onion,107.06,57.86,60.15,6.85,852.09,20.85,58.18
Onion,106.65,54.59,88.23,7.29,967.38,15.31,60.59
Onion,111.01,55.05,87.73,6.02,612.78,24.29,61.89
Onion,115.52,59.61,50.42,7.5,870.2,21.55,64.25
Onion,100.66,54.63,84.06,6.03,808.87,17.99,56.05
Onion,112.32,51.92,78.51,6.22,701.81,20.8,67.16
Onion,109.62,57.32,62.6,6.75,622.82,17.06,69.05
Onion,100.0,53.45,83.4,6.89,714.25,22.13,56.07
Onion,117.0,54.04,64.13,6.3,827.85,22.59,65.14
Onion,102.26,50.83,73.33,7.45,895.28,15.17,63.36
Onion,105.94,56.41,56.29,6.84,945.23,23.98,52.72
Onion,114.46,53.03,62.73,6.21,672.19,17.05,65.16
Onion,118.35,50.61,94.23,6.75,696.87,17.37,61.59
Onion,109.38,52.59,88.29,7.04,601.36,17.74,51.69
Onion,102.6,50.57,55.33,6.03,666.25,23.2,60.01
Onion,105.16,52.74,69.41,6.73,714.77,22.26,51.5
Onion,112.82,53.67,64.78,6.31,871.32,19.95,66.13
Onion,102.73,50.6,93.86,6.99,639.82,16.41,68.71
Onion,103.51,52.33,87.68,7.33,844.3,23.79,69.61
Onion,104.94,58.64,53.9,6.81,852.97,18.61,51.12
Onion,108.73,51.0,57.62,6.73,955.75,15.79,57.22
Onion,113.26,54.92,91.88,7.33,617.9,15.95,67.32
Onion,116.67,58.53,81.62,7.45,822.09,23.49,66.69
Onion,107.63,56.96,65.07,6.08,928.64,24.38,55.39
Onion,107.69,52.31,50.84,6.39,691.21,15.08,59.19
Onion,119.32,56.87,57.58,6.23,784.39,19.67,64.76
Onion,100.51,53.62,60.07,7.44,895.05,18.67,56.36
Onion,100.95,56.98,68.87,6.06,951.8,19.77,65.68
Onion,102.37,51.92,50.07,6.91,920.07,20.4,55.53
Onion,108.12,52.28,56.35,7.2,828.04,16.16,66.63
Onion,117.44,57.18,88.28,6.39,853.45,16.84,52.34
Onion,107.99,58.37,68.05,6.03,698.6,19.93,52.77
Onion,111.36,54.43,67.8,7.1,971.74,22.82,63.13
Onion,113.09,59.47,91.27,6.56,678.4,21.02,52.52
Onion,118.56,56.18,79.66,7.45,665.67,19.84,62.46
Onion,103.29,57.04,66.33,6.38,840.2,15.33,65.19
Onion,101.86,56.61,65.79,7.27,756.38,21.99,52.21
Onion,109.96,50.55,96.84,6.74,915.89,16.78,61.11
Onion,106.81,52.01,58.06,7.31,625.47,20.99,53.34
Onion,112.13,56.7,75.59,6.19,971.06,19.97,64.62
Onion,110.31,54.72,57.8,6.04,900.94,24.76,50.02
Onion,109.54,56.63,93.4,6.9,798.79,17.04,53.11
Onion,109.55,54.68,73.33,7.48,767.84,21.89,65.28
Onion,108.4,59.22,60.61,7.0,922.07,20.46,60.53
Onion,111.94,54.02,74.38,6.6,675.3,15.75,63.38
Onion,102.46,57.04,61.34,7.28,706.34,16.87,56.45
Onion,117.96,59.97,91.25,7.41,762.14,24.3,65.08
Onion,100.84,51.33,93.28,7.22,639.58,16.13,54.22
Onion,119.25,58.26,55.49,6.41,756.56,20.65,64.63
Onion,107.79,50.67,77.31,6.34,606.21,16.81,62.99
Onion,103.71,55.36,55.11,6.87,881.37,16.34,61.29
Onion,107.77,56.55,95.14,6.26,815.88,18.84,58.42
Onion,111.79,58.07,93.46,6.38,669.15,18.22,63.8
Onion,112.51,55.71,52.33,6.23,962.43,20.56,58.66
Onion,113.67,51.55,89.45,6.0,607.96,23.42,61.08
Onion,110.6,59.43,52.07,7.45,830.49,20.61,50.48
Onion,107.05,58.28,58.57,6.44,622.53,16.18,59.74
Onion,103.26,52.41,84.32,6.17,995.96,15.99,64.09
Onion,114.69,55.94,86.08,6.9,796.65,19.34,65.04
Onion,115.08,53.28,76.45,7.38,868.12,16.85,55.34
Onion,114.84,53.72,84.69,7.15,932.91,16.54,65.66
Other Rabi Pulses,23.72,41.13,25.99,6.14,712.3,15.55,51.99
Other Rabi Pulses,21.8,46.82,28.32,5.62,566.63,22.91,55.76
Other Rabi Pulses,20.16,48.88,21.84,5.66,546.97,22.85,40.16
Other Rabi Pulses,21.84,40.29,26.54,5.61,664.79,24.66,47.15
Other Rabi Pulses,20.16,43.67,23.57,6.32,780.99,15.11,47.68
Other Rabi Pulses,29.76,48.97,23.77,6.55,564.11,23.39,48.53
Other Rabi Pulses,21.95,48.68,21.34,5.62,457.47,18.16,59.63
Other Rabi Pulses,27.11,46.69,24.94,5.51,574.08,22.11,51.06
Other Rabi Pulses,26.09,46.43,26.26,5.85,667.23,15.34,45.05
Other Rabi Pulses,23.02,43.61,23.73,6.6,467.73,15.12,51.75
Other Rabi Pulses,29.12,46.23,24.71,6.28,645.47,18.83,48.39
Other Rabi Pulses,25.11,47.78,29.51,6.45,514.8,21.08,50.09
Other Rabi Pulses,20.21,44.62,21.97,6.07,778.65,20.61,54.42
Other Rabi Pulses,20.03,40.05,23.08,6.75,498.16,20.81,58.62
Other Rabi Pulses,27.38,45.08,23.24,6.74,472.98,24.02,59.55
Other Rabi Pulses,22.0,43.04,20.8,6.0,530.23,24.08,55.24
Other Rabi Pulses,23.74,46.12,28.38,6.84,492.54,23.55,57.54
Other Rabi Pulses,23.46,49.08,27.17,6.84,759.44,16.55,50.17
Other Rabi Pulses,25.28,40.98,21.62,6.41,788.57,23.79,52.3
Other Rabi Pulses,25.07,45.73,28.08,6.58,478.73,24.16,59.09
Other Rabi Pulses,24.49,41.28,28.33,5.88,421.96,15.71,44.79
Other Rabi Pulses,25.34,45.93,25.22,6.35,575.65,18.92,57.16
Other Rabi Pulses,27.37,41.79,26.28,6.9,602.75,23.82,50.78
Other Rabi Pulses,25.3,48.65,27.93,6.43,674.76,21.81,54.95
Other Rabi Pulses,25.75,49.15,26.35,6.88,712.33,21.43,57.98
Other Rabi Pulses,21.02,47.56,28.52,5.76,516.71,23.56,50.23
Other Rabi Pulses,20.81,47.35,28.22,5.79,622.1,17.18,58.93
Other Rabi Pulses,22.47,49.01,27.3,6.96,725.39,21.34,51.11
Other Rabi Pulses,20.9,41.23,24.67,6.39,729.22,22.59,59.27
Other Rabi Pulses,23.83,49.03,29.79,5.71,735.24,17.1,42.23
Other Rabi Pulses,24.54,44.11,22.91,6.55,760.87,23.53,55.06
Other Rabi Pulses,20.02,41.63,21.82,6.48,664.57,24.88,52.82
Other Rabi Pulses,28.52,41.99,21.04,6.28,711.5,21.63,58.22
Other Rabi Pulses,24.06,40.11,24.36,6.47,452.49,16.1,57.31
Other Rabi Pulses,25.3,42.55,26.75,6.68,742.77,24.14,57.61
Other Rabi Pulses,20.82,49.15,29.3,6.68,751.78,22.7,45.01
Other Rabi Pulses,26.32,47.4,20.6,5.74,422.68,15.94,41.21
Other Rabi Pulses,23.0,48.1,24.17,6.46,606.1,18.47,56.34
Other Rabi Pulses,21.81,45.5,24.68,5.88,546.36,22.59,54.61
Other Rabi Pulses,22.6,49.14,29.96,5.65,541.26,15.28,42.48
Other Rabi Pulses,29.2,46.29,28.77,6.37,536.69,22.92,48.04
Other Rabi Pulses,25.37,47.79,21.87,5.55,741.45,19.12,40.13
Other Rabi Pulses,21.13,49.97,20.5,6.57,481.02,17.49,51.09
Other Rabi Pulses,23.82,42.83,25.91,5.92,650.07,15.87,42.9
Other Rabi Pulses,24.72,44.62,25.95,6.93,799.72,17.8,53.79
Other Rabi Pulses,26.44,47.09,21.9,6.43,414.52,22.23,47.82
Other Rabi Pulses,20.41,48.4,22.13,6.75,760.05,20.93,51.56
Other Rabi Pulses,26.04,44.34,27.21,5.7,500.51,17.66,53.52
Other Rabi Pulses,24.76,47.99,20.33,6.68,668.45,20.13,48.76
Other Rabi Pulses,29.51,47.01,24.2,6.68,539.55,22.96,47.11
Other Rabi Pulses,25.23,45.15,26.13,6.04,448.75,21.32,44.42
Other Rabi Pulses,22.77,48.23,29.95,5.79,731.69,19.12,59.81
Other Rabi Pulses,21.56,41.73,26.09,6.65,650.24,19.4,40.2
Other Rabi Pulses,20.31,41.2,27.93,5.74,686.46,20.18,46.17
Other Rabi Pulses,27.87,46.09,26.42,6.1,535.21,23.22,54.13
Other Rabi Pulses,20.54,47.82,29.31,6.84,646.07,16.73,57.16
Other Rabi Pulses,20.95,46.61,24.27,6.09,538.56,24.23,57.67
Other Rabi Pulses,21.55,41.38,24.13,6.44,569.94,23.38,56.1
Other Rabi Pulses,28.96,46.28,29.0,6.98,615.6,21.94,53.6
Other Rabi Pulses,25.97,42.88,28.88,6.14,650.61,15.78,58.91
Other Rabi Pulses,24.22,44.98,26.28,6.34,502.09,17.31,42.73
Other Rabi Pulses,22.9,49.73,23.22,6.96,748.97,19.68,43.22
Other Rabi Pulses,28.29,48.16,29.82,6.77,652.42,23.44,44.62
Other Rabi Pulses,20.22,49.21,29.45,6.04,527.38,20.27,52.85
Other Rabi Pulses,23.72,46.04,28.03,5.89,775.91,16.45,56.71
Other Rabi Pulses,24.19,48.43,26.41,6.22,440.63,15.49,50.05
Other Rabi Pulses,22.03,45.46,29.17,6.88,677.29,22.24,53.79
Other Rabi Pulses,27.34,40.8,29.12,6.1,700.13,17.25,46.77
Other Rabi Pulses,21.27,46.59,27.02,6.8,622.91,15.02,57.71
Other Rabi Pulses,25.0,41.69,24.93,5.72,574.74,16.78,50.49
Other Rabi Pulses,25.25,41.99,23.23,5.56,652.02,21.64,58.53
Other Rabi Pulses,29.58,43.77,28.66,6.95,553.53,17.98,41.25
Other Rabi Pulses,29.39,47.6,27.01,5.63,407.09,21.17,51.8
Other Rabi Pulses,22.32,49.52,20.47,6.37,603.95,20.72,42.91
Other Rabi Pulses,22.51,45.15,22.79,5.94,609.49,20.1,40.4
Other Rabi Pulses,27.77,44.32,26.88,5.82,643.52,16.28,58.26
Other Rabi Pulses,27.09,44.58,29.45,6.0,657.58,16.17,53.21
Other Rabi Pulses,21.34,40.36,27.69,6.28,604.92,21.53,53.17
Other Rabi Pulses,28.54,41.41,24.57,6.98,690.63,17.28,56.66
Other Rabi Pulses,25.78,47.05,25.85,6.78,624.4,19.86,57.05
Other Rabi Pulses,24.99,45.18,29.34,6.87,443.98,22.56,50.27
Other Rabi Pulses,25.6,40.33,22.29,6.76,555.3,21.65,48.33
Other Rabi Pulses,20.56,44.27,27.32,6.83,407.46,21.03,55.86
Other Rabi Pulses,25.3,42.5,21.51,5.6,714.55,20.33,50.17
Other Rabi Pulses,25.17,44.27,21.71,6.01,571.44,17.57,51.83
Other Rabi Pulses,23.52,40.92,25.73,6.23,684.16,15.29,45.07
Other Rabi Pulses,24.66,45.65,25.83,6.72,692.95,15.43,50.03
Other Rabi Pulses,29.55,40.56,22.17,6.09,505.2,17.5,45.72
Other Rabi Pulses,29.33,44.79,29.56,6.44,582.54,15.75,47.87
Other Rabi Pulses,28.43,40.3,27.27,6.11,695.77,18.62,57.08
Other Rabi Pulses,23.14,46.64,27.04,6.57,748.69,23.15,52.51
Other Rabi Pulses,21.79,41.07,23.6,5.92,553.23,19.19,51.06
Other Rabi Pulses,27.17,45.49,22.53,5.64,631.87,16.71,45.74
Other Rabi Pulses,20.32,45.23,22.39,6.97,552.8,16.48,47.33
Other Rabi Pulses,27.07,41.29,25.55,6.57,611.11,20.67,44.98
Other Rabi Pulses,22.78,40.93,26.1,6.12,614.08,17.26,47.95
Other Rabi Pulses,27.46,47.5,23.07,6.77,691.36,22.53,50.09
Other Rabi Pulses,24.38,49.1,21.71,6.89,667.18,20.74,45.86
Other Rabi Pulses,20.97,48.27,28.71,6.77,667.04,24.85,52.17
Other Rabi Pulses,21.71,43.16,23.75,6.81,482.64,20.38,40.34
Other Rabi Pulses,27.2,45.04,23.61,6.2,554.17,17.55,54.01
Other Rabi Pulses,28.02,41.34,28.46,6.92,784.67,20.33,43.52
Other Rabi Pulses,21.79,41.97,27.3,5.64,759.89,23.18,50.46
Other Rabi Pulses,25.41,48.18,29.83,6.38,469.43,23.52,40.37
Other Rabi Pulses,21.85,45.85,23.73,5.75,747.56,17.99,54.11
Other Rabi Pulses,27.59,43.1,21.03,6.31,671.49,22.65,51.88
Other Rabi Pulses,23.66,43.1,24.56,5.62,523.85,18.46,59.1
Other Rabi Pulses,21.03,45.11,25.12,5.56,626.7,20.98,58.79
Other Rabi Pulses,25.77,49.31,22.24,6.05,563.38,21.55,55.23
Other Rabi Pulses,29.33,43.8,22.11,6.75,772.07,18.15,48.02
Other Rabi Pulses,29.62,41.47,24.64,6.02,507.09,17.93,48.28
Other Rabi Pulses,27.58,45.24,27.96,5.83,632.31,15.22,54.68
Other Rabi Pulses,24.65,49.89,25.58,5.55,406.32,19.07,46.92
Other Rabi Pulses,29.8,49.83,23.36,6.45,617.02,24.6,52.62
Other Rabi Pulses,27.38,42.34,27.83,5.5,777.23,19.43,41.81
Other Rabi Pulses,27.49,42.56,28.51,5.78,457.16,16.75,48.26
Other Rabi Pulses,27.4,48.44,22.68,6.62,454.76,20.09,44.03
Other Rabi Pulses,20.95,43.27,27.11,6.51,597.31,16.7,50.38
Other Rabi Pulses,20.89,43.11,22.98,5.65,672.84,17.04,56.57
Other Rabi Pulses,20.75,44.71,25.86,6.78,759.44,17.62,52.13
Other Rabi Pulses,25.17,42.52,23.16,5.97,411.92,16.49,46.61
Other Rabi Pulses,27.65,40.24,20.42,5.63,632.36,18.34,52.22
Other Rabi Pulses,24.38,41.0,25.67,6.65,633.26,22.29,56.3
Other Rabi Pulses,25.93,42.81,23.46,5.52,579.58,18.05,53.24
Other Rabi Pulses,27.81,41.19,22.24,5.79,716.53,18.36,43.0
Other Rabi Pulses,24.42,47.1,22.73,6.58,640.98,18.62,53.68
Other Rabi Pulses,27.33,47.35,29.08,6.94,598.08,15.22,44.45
Other Rabi Pulses,28.76,44.46,29.39,6.64,584.27,24.08,55.05
Other Rabi Pulses,20.35,41.03,20.69,5.98,608.89,21.45,40.38
Other Rabi Pulses,29.04,43.88,22.07,6.4,446.84,16.02,58.25
Other Rabi Pulses,28.2,44.06,25.75,6.84,718.17,16.34,50.87
Other Rabi Pulses,23.81,40.7,23.71,6.6,623.12,22.38,57.52
Other Rabi Pulses,23.98,44.07,28.45,5.52,775.86,24.74,46.25
Other Rabi Pulses,25.65,48.47,28.1,5.57,436.05,15.78,46.49
Other Rabi Pulses,25.85,40.04,28.08,6.56,430.82,21.32,54.43
Other Rabi Pulses,29.6,43.61,24.19,6.98,412.19,24.48,48.09
Other Rabi Pulses,20.59,40.16,21.57,5.85,790.59,17.27,55.57
Other Rabi Pulses,29.15,42.19,20.86,6.62,623.31,17.54,58.93
Other Rabi Pulses,29.59,43.7,28.57,6.5,563.56,22.57,44.25
Other Rabi Pulses,20.46,47.59,20.03,6.37,542.77,17.86,57.42
Other Rabi Pulses,22.52,41.14,24.29,5.72,645.17,24.42,53.71
Other Rabi Pulses,24.84,49.63,24.19,6.55,616.88,18.05,40.69
Other Rabi Pulses,22.97,47.15,22.75,5.88,604.36,21.63,53.05
Other Rabi Pulses,21.59,40.95,29.74,6.63,470.86,15.14,49.88
Other Rabi Pulses,27.65,40.52,25.29,6.77,734.09,22.82,45.6
Other Rabi Pulses,23.59,44.63,27.68,5.52,525.42,24.1,52.42
Other Rabi Pulses,24.16,45.01,26.59,6.34,701.6,17.88,48.34
Other Rabi Pulses,22.67,49.8,26.51,6.57,408.75,17.94,57.68
Other Rabi Pulses,24.78,42.96,24.04,6.79,762.13,23.45,58.95
Other Rabi Pulses,24.94,47.51,29.16,6.78,550.89,18.14,47.08
Other Kharif Pulses,27.37,45.62,27.36,6.38,961.09,32.76,50.87
Other Kharif Pulses,25.78,47.11,20.32,7.28,654.31,30.86,53.44
Other Kharif Pulses,27.55,43.97,28.58,6.69,971.84,34.81,58.13
Other Kharif Pulses,26.55,48.83,24.11,6.59,703.39,34.34,64.12
Other Kharif Pulses,29.58,41.14,23.41,5.98,913.55,29.6,61.99
Other Kharif Pulses,23.08,49.3,26.35,6.44,834.05,34.22,51.08
Other Kharif Pulses,29.91,44.59,27.33,6.67,675.95,33.03,51.14
Other Kharif Pulses,22.58,43.96,24.53,6.47,793.95,31.5,65.66
Other Kharif Pulses,21.68,43.24,25.04,5.93,717.37,32.78,52.51
Other Kharif Pulses,27.88,49.1,21.09,6.67,781.95,25.12,60.69
Other Kharif Pulses,28.13,49.67,20.46,6.72,745.38,30.18,68.62
Other Kharif Pulses,23.67,49.52,22.11,7.26,688.98,30.2,64.65
Other Kharif Pulses,29.25,47.95,24.63,7.2,624.04,30.26,58.19
Other Kharif Pulses,24.31,48.83,29.41,7.25,842.46,28.26,50.09
Other Kharif Pulses,27.82,42.96,20.53,6.17,967.01,34.08,69.55
Other Kharif Pulses,21.64,41.94,28.1,6.21,897.4,28.82,58.84
Other Kharif Pulses,28.87,49.33,28.31,6.37,639.99,26.86,66.87
Other Kharif Pulses,22.6,45.44,27.49,7.23,802.21,26.4,62.12
Other Kharif Pulses,22.11,49.73,21.69,6.05,632.71,33.1,63.29
Other Kharif Pulses,21.62,47.75,29.04,6.54,717.24,25.6,65.2
Other Kharif Pulses,26.79,49.24,24.38,7.18,756.27,28.39,50.96
Other Kharif Pulses,27.14,43.93,26.77,5.85,893.54,28.24,63.63
Other Kharif Pulses,23.72,47.43,29.24,7.19,846.57,30.38,69.81
Other Kharif Pulses,27.61,48.43,26.41,6.28,876.19,31.94,54.38
Other Kharif Pulses,20.71,42.41,24.09,5.95,698.31,32.6,65.85
Other Kharif Pulses,20.64,41.21,21.38,6.55,939.13,29.41,61.94
Other Kharif Pulses,23.02,46.72,22.76,6.7,720.12,32.85,55.69
Other Kharif Pulses,23.65,44.88,29.14,6.15,892.07,28.51,54.95
Other Kharif Pulses,26.62,45.08,22.4,6.11,775.99,31.0,62.9
Other Kharif Pulses,25.34,42.24,23.32,7.01,944.55,25.29,50.26
Other Kharif Pulses,23.65,42.21,25.42,6.32,702.0,34.88,67.38
Other Kharif Pulses,24.25,47.75,21.35,6.45,912.56,27.34,68.45
Other Kharif Pulses,23.33,46.72,25.69,6.0,935.67,34.82,59.73
Other Kharif Pulses,29.84,42.21,28.45,6.4,670.59,33.1,68.51
Other Kharif Pulses,24.38,46.86,24.11,7.01,991.49,29.91,51.11
Other Kharif Pulses,28.73,47.72,20.84,6.75,756.54,28.19,69.77
Other Kharif Pulses,23.28,47.94,29.3,6.21,600.54,27.25,51.18
Other Kharif Pulses,21.15,40.54,26.71,6.59,804.65,32.64,55.6
Other Kharif Pulses,27.72,40.13,25.52,6.57,645.75,28.4,52.09
Other Kharif Pulses,26.77,42.9,23.51,5.72,619.13,25.69,52.33
Other Kharif Pulses,27.89,43.77,26.57,6.94,891.43,34.66,58.69
Other Kharif Pulses,25.12,40.42,24.34,7.43,855.72,26.29,56.66
Other Kharif Pulses,26.83,40.6,26.94,7.35,732.72,30.17,53.72
Other Kharif Pulses,23.15,49.89,29.22,5.63,725.85,26.58,57.58
Other Kharif Pulses,23.27,45.76,22.8,5.71,782.66,29.16,57.99
Other Kharif Pulses,22.14,43.57,28.79,5.79,725.32,27.65,54.92
Other Kharif Pulses,26.32,48.64,26.4,6.84,860.04,31.64,54.75
Other Kharif Pulses,27.9,49.18,22.68,6.58,643.15,34.64,57.13
Other Kharif Pulses,27.86,42.89,21.55,7.42,938.51,27.04,52.6
Other Kharif Pulses,24.99,48.19,20.64,7.31,978.3,34.11,54.03
Other Kharif Pulses,20.66,47.33,22.39,6.3,935.65,32.1,52.07
Other Kharif Pulses,24.69,42.42,20.99,5.7,744.04,27.03,68.0
Other Kharif Pulses,28.1,47.39,25.14,7.48,711.76,25.45,53.61
Other Kharif Pulses,29.01,45.26,29.49,6.59,845.46,28.7,66.19
Other Kharif Pulses,23.73,47.74,22.08,6.43,827.11,33.37,65.72
Other Kharif Pulses,23.21,47.96,24.19,5.69,973.25,30.46,61.53
Other Kharif Pulses,23.88,41.71,27.99,6.53,687.03,26.35,65.51
Other Kharif Pulses,21.32,44.4,28.13,5.77,613.46,34.03,66.23
Other Kharif Pulses,21.6,44.54,26.72,6.43,638.12,25.7,54.71
Other Kharif Pulses,20.1,42.93,25.13,6.36,754.48,33.7,61.31
Other Kharif Pulses,25.02,44.04,25.68,5.94,987.28,28.68,67.82
Other Kharif Pulses,22.45,40.3,20.11,7.0,627.14,30.71,63.17
Other Kharif Pulses,27.53,49.55,23.64,7.48,732.45,30.0,68.29
Other Kharif Pulses,21.68,45.34,23.56,7.35,770.24,31.97,65.42
Other Kharif Pulses,23.06,46.71,26.5,6.53,897.59,27.18,58.83
